Uni_ID	Other_Uni_ID	Name	Topology	TM_domain	Subcellular_location	Subcellular_topology	Tag
O00400	B2R5Q2;D3DNK4	ACATN_HUMAN	Cytoplasmic:1-74;Extracellular:96-113;Cytoplasmic:135-141;Extracellular:163-175;Cytoplasmic:197-217;Extracellular:239-256;Cytoplasmic:278-299;Extracellular:321-343;Cytoplasmic:365-378;Extracellular:399-404;Cytoplasmic:426-508;Extracellular:530-549	75-95;114-134;142-162;176-196;218-238;257-277;300-320;344-364;379-398;405-425;509-529	Endoplasmic reticulum membrane	Multi-pass membrane protein	Cell_surface:TM
Q5FVE4	B3KSF2;Q6UWJ3;Q7Z5A0;Q8WW03;Q96M36;Q9BYZ3;Q9H0C4	ACBG2_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q9H845	D3DNB8;Q8WXX3	ACAD9_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
P49748	B4DEB6;F5H2A9;O76056;Q8WUL0	ACADV_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q709F0	Q08AF0;Q658N9;Q658Y2;Q6ZND2;Q8WUT6;Q9H9R3	ACD11_HUMAN			Peroxisome;Mitochondrion membrane		Membrane_protein
Q15825	B2R8V4;B4DQH1	ACHA6_HUMAN	Extracellular:26-239;Cytoplasmic:328-465	240-264;272-290;306-327;466-484	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P32297	Q15823;Q4KMN8;Q86U77;Q96RH3;Q99553;Q9BQ93;Q9BRR4	ACHA3_HUMAN	Extracellular:32-240;Cytoplasmic:329-477	241-265;273-291;307-328;478-497	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8TDN7		ACER1_HUMAN	Lumenal:1-27;Cytoplasmic:49-57;Lumenal:79-81;Cytoplasmic:103-119;Lumenal:138-138;Cytoplasmic:160-176;Lumenal:198-206;Cytoplasmic:228-264	28-48;58-78;82-102;120-137;139-159;177-197;207-227	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
P02708	B4DRV6;D3DPE8	ACHA_HUMAN	Extracellular:21-255;Cytoplasmic:342-453	256-280;288-306;322-341;454-472	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P36544	A8K7Q4;B4DFS0;Q15826;Q8IUZ4;Q96RH2;Q99555;Q9BXH0	ACHA7_HUMAN	Extracellular:23-230;Cytoplasmic:318-469	231-255;262-280;296-317;470-490	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9GZZ6		ACH10_HUMAN	Extracellular:25-237;Cytoplasmic:323-428	238-258;268-288;302-322;429-449	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q5QJU3	A2A3R8;Q569G5;Q5VZR7;Q71RD2	ACER2_HUMAN	Lumenal:1-32;Cytoplasmic:54-62;Lumenal:84-86;Cytoplasmic:108-124;Lumenal:143-143;Cytoplasmic:165-173;Lumenal:195-211;Cytoplasmic:233-275	33-53;63-83;87-107;125-142;144-164;174-194;212-232	Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
P43681	Q4JGR7;Q4VAQ5;Q4VAQ6	ACHA4_HUMAN	Extracellular:29-242;Cytoplasmic:331-600	243-267;275-293;309-330;601-619	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein;Lipid-anchor	Cell_surface:TM
P12821	B0LPF0;B4DXI3;E7EU16;P22966;Q53YX9;Q59GY8;Q7M4L4	ACE_HUMAN	Extracellular:30-1256;Cytoplasmic:1278-1306	1257-1277	Secreted;Cell membrane;Cytoplasm	Single-pass type I membrane protein	Cell_surface:TM
Q9BYF1	A0A7D6JAD5;C7ECU1;Q6UWP0;Q86WT0;Q9NRA7;Q9UFZ6	ACE2_HUMAN	Extracellular:18-740;Cytoplasmic:762-805	741-761	Secreted;Cell membrane;Cytoplasm;Cell projection;Cilium;Apical cell membrane	Single-pass type I membrane protein	Cell_surface:TM
P30926	A4FTX5;E9PHE8;Q16607;Q4VBA5;Q8WXC8;Q9BQR4	ACHB4_HUMAN	Extracellular:22-236;Cytoplasmic:258-265;Extracellular:287-298;Cytoplasmic:320-460;Extracellular:482-498	237-257;266-286;299-319;461-481	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9NUN7	B2RC99	ACER3_HUMAN	Cytoplasmic:1-33;Lumenal:56-61;Cytoplasmic:83-87;Lumenal:109-118;Cytoplasmic:140-141;Lumenal:163-173;Cytoplasmic:195-215;Lumenal:237-267	34-55;62-82;88-108;119-139;142-162;174-194;216-236	Endoplasmic reticulum membrane;Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
P17787	Q9UEH9	ACHB2_HUMAN	Extracellular:26-233;Cytoplasmic:259-265;Extracellular:285-299;Cytoplasmic:322-458	234-258;266-284;300-321;459-478	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9UGM1	Q14CY7;Q4W5A2;Q9NYV2	ACHA9_HUMAN	Extracellular:26-237;Cytoplasmic:324-457	238-262;269-287;302-323;458-476	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P22303	A4D2E2;B7ZKZ0;D6W5X7;Q16169;Q29S23;Q2M324;Q504V3;Q53F46;Q86TM9;Q86YX9;Q9BXP7	ACES_HUMAN			Cell junction;Synapse;Secreted;Cell membrane;Nucleus	Peripheral membrane protein;Lipid-anchor;GPI-anchor	Cell_surface:Other
Q15822	A8KAX3;B4DK19;J3KMY9;Q9HAQ3	ACHA2_HUMAN	Extracellular:27-264;Cytoplasmic:353-502	265-289;297-315;331-352;503-521	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q04844	D3DTK6	ACHE_HUMAN	Extracellular:21-239;Cytoplasmic:265-272;Extracellular:292-306;Cytoplasmic:329-456;Extracellular:481-493	240-264;273-291;307-328;457-480	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P30532	Q15824;Q99554	ACHA5_HUMAN	Extracellular:23-254;Cytoplasmic:338-429;Extracellular:452-468	255-275;282-302;317-337;430-451	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P11230	B7Z5H1;Q8IZ46;Q96FB8	ACHB_HUMAN	Extracellular:24-244;Cytoplasmic:333-469	245-269;277-295;311-332;470-488	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q05901	Q15827	ACHB3_HUMAN	Extracellular:25-232;Cytoplasmic:321-428	233-257;265-282;299-320;429-447	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P07510	B3KWM8;Q14DU4;Q53RG2	ACHG_HUMAN	Extracellular:23-240;Cytoplasmic:331-474	241-265;275-293;309-330;475-495	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q07001	A8K661;B4DT92;Q52LH4	ACHD_HUMAN	Extracellular:22-245;Cytoplasmic:334-471	246-270;278-299;312-333;472-490	Cell junction;Synapse;Postsynaptic cell membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q07912	Q6ZMQ0;Q8N6U7;Q96H59	ACK1_HUMAN			Cell membrane;Nucleus;Endosome;Cell junction;Adherens junction;Cytoplasmic vesicle membrane;Cytoplasmic vesicle;Clathrin-coated vesicle;Membrane;Clathrin-coated pit;Cytoplasm;Perinuclear region;Cytosol	Peripheral membrane protein	Cell_surface:Other
Q16570	A8YPG5;O75898;Q16300;Q8WWE3;Q9UJP0;Q9UKZ5;Q9UKZ6;Q9UQE1	ACKR1_HUMAN	Extracellular:1-63;Cytoplasmic:85-95;Extracellular:117-129;Cytoplasmic:154-166;Extracellular:188-207;Cytoplasmic:229-244;Extracellular:266-287;Cytoplasmic:309-336	64-84;96-116;130-153;167-187;208-228;245-265;288-308	Early endosome;Recycling endosome;Membrane	Multi-pass membrane protein	Cell_surface:TM
Q9NPB9	B2R9U7	ACKR4_HUMAN	Extracellular:1-42;Cytoplasmic:64-87;Extracellular:109-113;Cytoplasmic:135-154;Extracellular:176-201;Cytoplasmic:223-240;Extracellular:262-289;Cytoplasmic:311-350	43-63;88-108;114-134;155-175;202-222;241-261;290-310	Early endosome;Recycling endosome;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
O00590	B2R8Y8;O00537;Q53YA1;Q86UN9;Q96A02	ACKR2_HUMAN	Extracellular:1-50;Cytoplasmic:72-92;Extracellular:114-118;Cytoplasmic:141-162;Extracellular:184-217;Cytoplasmic:239-250;Extracellular:272-293;Cytoplasmic:315-384	51-71;93-113;119-140;163-183;218-238;251-271;294-314	Early endosome;Recycling endosome;Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P08173	B2RPP4;Q0VD60;Q4VBK7	ACM4_HUMAN	Extracellular:1-31;Cytoplasmic:55-68;Extracellular:90-106;Cytoplasmic:129-148;Extracellular:172-193;Cytoplasmic:217-401;Extracellular:423-436;Cytoplasmic:457-479	32-54;69-89;107-128;149-171;194-216;402-422;437-456	Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q6P4H8	B4DT41;B4DXK2;E9PBZ4	ACKMT_HUMAN		38-58	Mitochondrion membrane	Single-pass membrane protein	Membrane_protein
P25106	A8K6J4;Q53RV4;Q8NE10;Q92938;Q92986	ACKR3_HUMAN	Extracellular:1-40;Cytoplasmic:62-81;Extracellular:103-118;Cytoplasmic:140-162;Extracellular:184-213;Cytoplasmic:235-252;Extracellular:274-296;Cytoplasmic:320-362	41-61;82-102;119-139;163-183;214-234;253-273;297-319	Cell membrane;Early endosome;Recycling endosome	Multi-pass membrane protein	Cell_surface:TM
P08172	Q4VBK6;Q9P1X9	ACM2_HUMAN	Extracellular:1-22;Cytoplasmic:46-59;Extracellular:81-97;Cytoplasmic:120-139;Extracellular:163-184;Cytoplasmic:210-387;Extracellular:411-418;Cytoplasmic:443-466	23-45;60-80;98-119;140-162;185-209;388-410;419-442	Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane	Multi-pass membrane protein	Cell_surface:TM
P08912	Q96RG7	ACM5_HUMAN	Extracellular:1-29;Cytoplasmic:54-66;Extracellular:88-104;Cytoplasmic:127-146;Extracellular:170-191;Cytoplasmic:215-443;Extracellular:465-478;Cytoplasmic:499-532	30-53;67-87;105-126;147-169;192-214;444-464;479-498	Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane	Multi-pass membrane protein	Cell_surface:TM
P20309	Q0VAJ8;Q4QRI3;Q5VXY2;Q9HB60	ACM3_HUMAN	Extracellular:1-67;Cytoplasmic:92-104;Extracellular:131-142;Cytoplasmic:165-184;Extracellular:207-229;Cytoplasmic:253-491;Extracellular:515-526;Cytoplasmic:547-590	68-91;105-130;143-164;185-206;230-252;492-514;527-546	Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane;Basolateral cell membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein	Cell_surface:TM
P11229	Q96RH1	ACM1_HUMAN	Extracellular:1-24;Cytoplasmic:48-61;Extracellular:83-99;Cytoplasmic:122-141;Extracellular:165-186;Cytoplasmic:210-366;Extracellular:388-401;Cytoplasmic:422-460	25-47;62-82;100-121;142-164;187-209;367-387;402-421	Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane	Multi-pass membrane protein	Cell_surface:TM
O95573	Q60I92;Q8IUM9	ACSL3_HUMAN	Cytoplasmic:42-720	21-41	Mitochondrion outer membrane;Peroxisome membrane;Microsome membrane;Endoplasmic reticulum membrane	Single-pass type III membrane protein	Membrane_protein
P33121	B7Z452;D3DP57;P41215;Q8N8V7;Q8TA99	ACSL1_HUMAN	Cytoplasmic:46-698	25-45	Mitochondrion outer membrane;Peroxisome membrane;Microsome membrane;Endoplasmic reticulum membrane	Single-pass type III membrane protein	Membrane_protein
O60488	D3DUY2;O60848;O60849;Q5JWV8	ACSL4_HUMAN	Cytoplasmic:29-711	8-28	Mitochondrion outer membrane;Peroxisome membrane;Microsome membrane;Endoplasmic reticulum membrane;Cell membrane	Single-pass type III membrane protein	Cell_surface:Other
Q9ULC5	A6GV77;D3DRB3;Q6UX44;Q9UIU4	ACSL5_HUMAN	Cytoplasmic:33-683	12-32	Mitochondrion;Endoplasmic reticulum;Mitochondrion outer membrane;Endoplasmic reticulum membrane;Cell membrane	Single-pass type III membrane protein	Cell_surface:Other
Q01718	A8K016;Q3MI45;Q504X6	ACTHR_HUMAN	Extracellular:1-23;Cytoplasmic:50-58;Extracellular:80-104;Cytoplasmic:127-147;Extracellular:169-180;Cytoplasmic:200-217;Extracellular:245-256;Cytoplasmic:279-297	24-49;59-79;105-126;148-168;181-199;218-244;257-278	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9UKU0	J3KPG3;O94924;O95829;Q108M9;Q108N0;Q4G191;Q86TN7	ACSL6_HUMAN	Cytoplasmic:46-697	25-45	Mitochondrion outer membrane;Peroxisome membrane;Microsome membrane;Endoplasmic reticulum membrane	Single-pass type III membrane protein	Membrane_protein
P12814	B3V8S3;B4DHH3;B7TY16;Q1HE25;Q9BTN1	ACTN1_HUMAN			Cytoplasm;Cytoskeleton;Myofibril;Sarcomere;Z line;Cell membrane;Cell junction;Cell projection;Ruffle		Cell_surface:Other
P36896	B7Z5L8;B7Z5W5;Q15479;Q15480;Q15481;Q15482	ACV1B_HUMAN	Extracellular:24-126;Cytoplasmic:150-505	127-149	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
Q8NER5	Q4ZFZ8;Q86UL1;Q86UL2;Q8TBG2	ACV1C_HUMAN	Extracellular:22-113;Cytoplasmic:135-493	114-134	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q96HD9		ACY3_HUMAN			Apical cell membrane;Cytoplasm	Peripheral membrane protein	Cell_surface:Other
P37023	A6NGA8	ACVL1_HUMAN	Extracellular:22-118;Cytoplasmic:142-503	119-141	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
O75078	Q14808;Q14809;Q14810	ADA11_HUMAN	Extracellular:226-734;Cytoplasmic:756-769	735-755	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O43184	O60470;Q5JRP0;Q5JRP1;Q6P9E3;Q6UWB0	ADA12_HUMAN	Extracellular:208-708;Cytoplasmic:730-909	709-729	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
P18825	P35369;Q9HB49	ADA2C_HUMAN	Extracellular:1-51;Cytoplasmic:77-88;Extracellular:115-124;Cytoplasmic:148-168;Extracellular:192-207;Cytoplasmic:232-379;Extracellular:408-420;Cytoplasmic:442-462	52-76;89-114;125-147;169-191;208-231;380-407;421-441	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9P0K1	O75075;O75076;Q9P0K2;Q9UIA1;Q9UKK2	ADA22_HUMAN	Extracellular:223-736;Cytoplasmic:758-906	737-757	Cell membrane;Cell projection;Axon	Single-pass type I membrane protein	Cell_surface:TM
P35348	A8K0I3;B0ZBD1;B0ZBD2;B0ZBD4;B0ZBD5;B0ZBD6;B0ZBD8;B0ZBD9;O60451;Q13675;Q13729;Q4VBM7;Q6RUJ4;Q6RUJ5;Q6RUJ7;Q6RUJ8;Q6RUJ9;Q96RE8;Q9UD63;Q9UD67	ADA1A_HUMAN	Extracellular:1-27;Cytoplasmic:52-64;Extracellular:89-99;Cytoplasmic:123-143;Extracellular:168-181;Cytoplasmic:206-273;Extracellular:298-305;Cytoplasmic:330-466	28-51;65-88;100-122;144-167;182-205;274-297;306-329	Nucleus membrane;Cell membrane;Cytoplasm;Membrane;Caveola	Multi-pass membrane protein	Cell_surface:TM
Q13444	B3KQU5;B4DLB5;B4DMH8;E9PN65;Q13493;Q53XQ0;Q5SR68;Q5SR69;Q6R267;Q71S61;Q71S62;Q71S63;Q71S64;Q71S65;Q71S66;Q71S67;Q71S68;Q71S69;Q96C78;U3KQL5	ADA15_HUMAN	Extracellular:207-696;Cytoplasmic:718-863	697-717	Endomembrane system;Cell junction;Adherens junction;Cell projection;Cilium;Flagellum;Cytoplasmic vesicle;Secretory vesicle;Acrosome	Single-pass type I membrane protein	Cell_surface:TM
Q04771		ACVR1_HUMAN	Extracellular:21-123;Cytoplasmic:147-509	124-146	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9H2U9	A8K8X7;O75959;Q6PEJ6	ADAM7_HUMAN	Extracellular:19-668;Cytoplasmic:690-754	669-689	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O75077	A2RU59	ADA23_HUMAN	Extracellular:287-792;Cytoplasmic:814-832	793-813	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
P18089	A2RUS0;Q4TUH9;Q53RF2;Q9BZK0	ADA2B_HUMAN	Extracellular:1-12;Cytoplasmic:39-48;Extracellular:70-86;Cytoplasmic:108-128;Extracellular:150-172;Cytoplasmic:194-368;Extracellular:390-405;Cytoplasmic:427-450	13-38;49-69;87-107;129-149;173-193;369-389;406-426	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P78325	B4DVM6;H0YL36;H0YLR0;H0YN39	ADAM8_HUMAN	Extracellular:17-655;Cytoplasmic:677-824	656-676	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UKQ2	B2RMV5;Q9Y339;Q9Y3S0	ADA28_HUMAN	Extracellular:199-665;Cytoplasmic:687-775	666-686	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
O14672	B4DU28;Q10742;Q92650	ADA10_HUMAN	Extracellular:20-672;Cytoplasmic:694-748	673-693	Cell membrane;Golgi apparatus membrane;Cytoplasmic vesicle;Clathrin-coated vesicle;Cell projection;Axon;Dendrite;Cell junction;Adherens junction;Cytoplasm	Single-pass type I membrane protein	Cell_surface:TM
P35368	B0LPE1	ADA1B_HUMAN	Extracellular:1-45;Cytoplasmic:71-83;Extracellular:106-115;Cytoplasmic:142-161;Extracellular:185-201;Cytoplasmic:225-295;Extracellular:320-326;Cytoplasmic:352-520	46-70;84-105;116-141;162-184;202-224;296-319;327-351	Nucleus membrane;Cell membrane;Cytoplasm;Membrane;Caveola	Multi-pass membrane protein	Cell_surface:TM
O00116	A5D8U9;Q2TU35	ADAS_HUMAN			Peroxisome membrane;Peroxisome		Membrane_protein
P78536	O60226	ADA17_HUMAN	Extracellular:215-671;Cytoplasmic:693-824	672-692	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q99965	P78326;Q9UQQ8	ADAM2_HUMAN	Extracellular:175-686;Cytoplasmic:708-735	687-707	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UKF5	Q4W5F3;Q9UHP1;Q9UKF3;Q9UKF4	ADA29_HUMAN	Extracellular:194-674;Cytoplasmic:696-820	675-695	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9UKF2	A8K8W8;Q5T3X6;Q9UKF1	ADA30_HUMAN	Extracellular:199-687;Cytoplasmic:709-790	688-708	Late endosome membrane	Single-pass type I membrane protein	Cell_surface:TM
Q13443	B7ZLN7;Q10718;Q8NFM6	ADAM9_HUMAN	Extracellular:29-697;Cytoplasmic:719-819	698-718	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
Q8TC27	Q8TC42	ADA32_HUMAN	Extracellular:175-682;Cytoplasmic:704-787	683-703	Membrane	Single-pass type I membrane protein	Cell_surface:TM
P25100	Q9NPY0	ADA1D_HUMAN	Extracellular:1-95;Cytoplasmic:122-133;Extracellular:160-169;Cytoplasmic:193-213;Extracellular:239-251;Cytoplasmic:276-348;Extracellular:374-380;Cytoplasmic:406-572	96-121;134-159;170-192;214-238;252-275;349-373;381-405	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9Y3Q7	B2R9Y0;Q0VAI4;Q6IRW9;Q6UXJ9	ADA18_HUMAN	Extracellular:177-687;Cytoplasmic:709-739	688-708	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9BZ11	A0A1K6;Q5JT75;Q5JT76;Q8N0W6	ADA33_HUMAN	Extracellular:30-701;Cytoplasmic:723-813	702-722	Membrane	Single-pass type I membrane protein	Cell_surface:TM
P08913	B0LPF6;Q2I8G2;Q2XN99;Q86TH8;Q9BZK1	ADA2A_HUMAN	Extracellular:1-48;Cytoplasmic:75-85;Extracellular:112-121;Cytoplasmic:145-166;Extracellular:188-209;Cytoplasmic:233-389;Extracellular:411-424;Cytoplasmic:445-465	49-74;86-111;122-144;167-187;210-232;390-410;425-444	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P00813	Q53F92;Q6LA59	ADA_HUMAN			Cell membrane;Cell junction;Cytoplasmic vesicle lumen;Cytoplasm;Lysosome	Peripheral membrane protein	Cell_surface:Other
Q9H013	Q9BZL5;Q9UHP2	ADA19_HUMAN	Extracellular:203-699;Cytoplasmic:721-955	700-720	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q9NPF8	Q8N4Q6;Q96SD5	ADAP2_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
O43506	Q6GTZ1;Q9UKJ9	ADA20_HUMAN	Extracellular:207-693;Cytoplasmic:715-726	694-714	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O95622	B7Z8A6;Q7RTV7;Q8NFM3	ADCY5_HUMAN	Cytoplasmic:1-195;Cytoplasmic:395-769;Extracellular:857-909;Cytoplasmic:1005-1261	196-216;242-262;268-288;299-319;325-345;374-394;770-790;792-812;836-856;910-930;935-955;984-1004	Cell membrane;Cell projection;Cilium	Multi-pass membrane protein	Cell_surface:TM
Q9UKJ8	O43507;Q2VPC6;Q32MR0	ADA21_HUMAN	Extracellular:197-681;Cytoplasmic:703-722	682-702	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q7Z695	Q96CN6;Q9Y6T5	ADCK2_HUMAN		103-123	Membrane	Single-pass membrane protein	Membrane_protein
Q3MIX3	B3KS46;Q5U4P1;Q6P2S4;Q8N5V3	ADCK5_HUMAN		50-67	Membrane	Single-pass membrane protein	Membrane_protein
Q5VUY2		ADCL4_HUMAN	Cytoplasmic:1-4;Lumenal:26-407	5-25	Membrane	Single-pass type II membrane protein	Membrane_protein
O43306	Q9NR75;Q9UDB0	ADCY6_HUMAN	Cytoplasmic:1-151;Cytoplasmic:306-673;Extracellular:760-819;Cytoplasmic:914-1168	152-168;181-197;214-230;239-255;259-275;289-305;674-691;702-718;743-759;820-836;839-855;897-913	Cell membrane;Cell projection;Cilium;Stereocilium	Multi-pass membrane protein	Cell_surface:TM
Q08828	A4D2L8;Q75MI1	ADCY1_HUMAN	Cytoplasmic:1-63;Cytoplasmic:235-610;Cytoplasmic:795-1119	64-84;88-108;125-145;158-178;183-203;214-234;611-631;635-655;674-694;725-745;753-773;775-794	Membrane;Cell membrane;Cytoplasm;Membrane raft	Multi-pass membrane protein	Cell_surface:Other
P51828	A0AVA6	ADCY7_HUMAN	Cytoplasmic:1-33;Cytoplasmic:197-594;Cytoplasmic:815-1080	34-54;63-83;95-117;122-142;147-167;176-196;595-615;620-640;669-688;718-737;746-773;794-814	Membrane	Multi-pass membrane protein	Membrane_protein
P35611	A2A3N8;A2A3P0;B4DI79;D3DVR3;D3DVR4;D3DVR5;Q13734;Q14729;Q16156;Q86XM2;Q9UJB6	ADDA_HUMAN			Cytoplasm;Cytoskeleton;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q08462	B7Z2C1;Q2NKL8;Q9UDB2;Q9UPU2	ADCY2_HUMAN	Cytoplasmic:1-45;Cytoplasmic:208-601;Cytoplasmic:822-1091	46-66;76-96;108-128;133-153;159-179;187-207;602-622;628-652;680-701;734-755;763-780;801-821	Membrane;Cell membrane;Cytoplasm	Multi-pass membrane protein	Cell_surface:Other
P40145		ADCY8_HUMAN	Cytoplasmic:1-182;Cytoplasmic:342-715;Cytoplasmic:915-1251	183-203;212-232;247-267;274-294;296-316;321-341;716-736;738-758;787-807;831-851;861-881;894-914	Cell membrane;Basolateral cell membrane;Apical cell membrane;Cell junction;Synapse;Cell projection;Dendrite;Axon;Presynaptic cell membrane;Postsynaptic density;Membrane raft;Membrane;Coated pit;Cytoplasmic vesicle;Clathrin-coated vesicle membrane;Caveola	Multi-pass membrane protein	Cell_surface:Other
O60266	B3KT86;Q53T54;Q9UDB1	ADCY3_HUMAN	Cytoplasmic:1-79;Cytoplasmic:402-632;Cytoplasmic:854-1144	80-100;105-125;139-159;173-193;226-246;381-401;633-653;664-684;708-728;754-774;775-795;833-853	Cell membrane;Cytoplasm;Cell projection;Cilium;Golgi apparatus	Multi-pass membrane protein	Cell_surface:Other
P35612	A8K4P2;B4DM17;D6W5G7;D6W5G8;Q13482;Q16412;Q59G82;Q5U5P4;Q6P0P2;Q6PGQ4;Q7Z688;Q7Z689;Q7Z690;Q7Z691	ADDB_HUMAN			Cytoplasm;Cytoskeleton;Cell membrane	Peripheral membrane protein	Cell_surface:Other
O60503	A7E2V5;A7E2X2;D3DUD1;O60273;Q4ZHT9;Q4ZIR5;Q9BWT4;Q9UGP2	ADCY9_HUMAN	Cytoplasmic:1-117;Extracellular:139-141;Cytoplasmic:163-171;Extracellular:193-215;Cytoplasmic:236-241;Extracellular:260-280;Cytoplasmic:302-786;Extracellular:808-818;Cytoplasmic:840-867;Extracellular:889-891;Cytoplasmic:913-920;Extracellular:942-975;Cytoplasmic:997-1353	118-138;142-162;172-192;216-235;242-259;281-301;787-807;819-839;868-888;892-912;921-941;976-996	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8NFM4	B3KV74;D3DS75;Q17R40;Q6ZTM6;Q96ML7	ADCY4_HUMAN	Cytoplasmic:1-28;Cytoplasmic:191-585;Extracellular:688-714;Cytoplasmic:808-1077	29-50;61-80;94-117;120-138;141-162;170-190;586-607;611-633;664-687;715-736;744-764;791-807	Cell membrane;Cytoplasm	Multi-pass membrane protein	Cell_surface:TM
Q9UEY8	D3DRA8;O43243;Q5VU09;Q92773;Q9UEY7	ADDG_HUMAN			Cytoplasm;Cytoskeleton;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q96PN6	B4DZF0;F5GWS5;O95558;Q5R329;Q5R330;Q8WXV4;Q9NNX0	ADCYA_HUMAN			Cell membrane;Cytoplasm;Cytoskeleton;Perinuclear region;Nucleus;Cell projection;Cilium;Mitochondrion	Peripheral membrane protein	Cell_surface:Other
Q0VDE8		ADIG_HUMAN		14-34	Membrane;Nucleus	Single-pass membrane protein	Membrane_protein
P13945	Q4JFT4	ADRB3_HUMAN	Extracellular:1-36;Cytoplasmic:64-72;Extracellular:92-111;Cytoplasmic:134-155;Extracellular:179-203;Cytoplasmic:226-292;Extracellular:315-326;Cytoplasmic:348-408	37-63;73-91;112-133;156-178;204-225;293-314;327-347	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
P05141	B2RCV1;O43350	ADT2_HUMAN	Mitochondrial intermembrane:1-7;Mitochondrial matrix:38-74;Mitochondrial intermembrane:100-109;Mitochondrial matrix:131-178;Mitochondrial intermembrane:200-210;Mitochondrial matrix:232-273;Mitochondrial intermembrane:292-298	8-37;75-99;110-130;179-199;211-231;274-291	Mitochondrion inner membrane;Membrane	Multi-pass membrane protein	Membrane_protein
